date,yield,dividend,PE,netWorth,season
100年08月18日,19.64,4.57,2.81,0
100年08月19日,18.74,4.78,2.68,0
100年08月22日,18.16,4.94,2.59,0
100年08月23日,19.19,4.67,2.74,0
100年08月24日,18.61,4.82,2.66,0
100年08月25日,18.14,4.94,2.59,0
100年08月26日,18.41,4.87,2.63,0
100年08月29日,19.10,4.69,2.85,0
100年08月30日,20.53,4.71,2.84,0
100年08月31日,20.65,4.68,2.86,0
100年09月01日,20.87,4.63,2.89,0
100年09月02日,20.58,4.69,2.85,0
100年09月05日,19.86,4.87,2.75,0
100年09月06日,19.66,4.91,2.72,0
100年09月07日,19.76,4.89,2.73,0
100年09月08日,20.02,4.83,2.77,0
100年09月09日,20.29,4.76,2.81,0
100年09月13日,19.64,4.92,2.72,0
100年09月14日,19.28,5.01,2.67,0
100年09月15日,19.20,5.03,2.66,0
100年09月16日,19.52,4.95,2.70,0
100年09月19日,19.73,4.90,2.73,0
100年09月20日,19.78,4.88,2.74,0
100年09月21日,19.78,4.88,2.74,0
100年09月22日,19.25,5.02,2.66,0
100年09月23日,18.12,5.33,2.51,0
100年09月26日,18.12,5.33,2.51,0
100年09月27日,19.28,5.01,2.67,0
100年09月28日,18.96,5.10,2.62,0
100年09月29日,19.18,5.04,2.65,0
100年09月30日,19.28,5.01,2.67,0
100年10月03日,18.26,5.29,2.53,0
100年10月04日,17.75,5.44,2.46,0
100年10月05日,17.80,5.43,2.46,0
100年10月06日,18.48,5.23,2.56,0
100年10月07日,18.84,5.13,2.61,0
100年10月11日,19.06,5.07,2.64,0
100年10月12日,19.06,5.07,2.64,0
100年10月13日,19.20,5.03,2.66,0
100年10月14日,18.60,5.19,2.57,0
100年10月17日,19.30,5.01,2.67,0
100年10月18日,19.28,5.01,2.67,0
100年10月19日,19.37,4.99,2.68,0
100年10月20日,19.01,5.08,2.63,0
100年10月21日,19.06,5.07,2.64,0
100年10月24日,19.61,4.93,2.71,0
100年10月25日,19.76,4.89,2.73,0
100年10月26日,20.02,4.83,2.77,0
100年10月27日,20.22,4.78,2.80,0
100年10月28日,20.39,4.74,2.82,0
100年10月31日,20.19,4.78,2.65,0
100年11月01日,21.45,4.83,2.62,0
100年11月02日,21.24,4.88,2.59,0
100年11月03日,21.22,4.88,2.59,0
100年11月04日,21.55,4.81,2.63,0
100年11月07日,21.45,4.83,2.62,0
100年11月08日,21.24,4.88,2.59,0
100年11月09日,21.27,4.87,2.60,0
